SEARCH_TERMS,TITLE,SUMMARY,KEYWORDS,PUBLISHED_DATE,LINK,SOURCE,SOURCE_URL,SENTIMENT,POLARITY,LAST_RUN_TIMESTAMP
Cyberattacks,China accuses US of launching cyberattacks during Asian Winter Games - Al Jazeera,"Police in the northeastern Chinese city of Harbin have accused the National Security Agency (NSA) of the United States of launching “advanced” cyberattacks during the Asian Winter Games in February, targeting essential industries.
The attacks had “the intention of sabotaging China’s critical information infrastructure, causing social disorder, and stealing important confidential information”, it added.
Three named individuals “repeatedly carried out cyber attacks on China’s critical information infrastructure and participated in cyber attacks on Huawei and other enterprises”, it added.
The US routinely accuses Chinese state-backed hackers of launching attacks against its critical infrastructure and government bodies.
In December, China said it found and dealt with two US cyberattacks on Chinese tech firms to “steal trade secrets” since May 2023, but did not name the agency involved.","['attacks', 'accused', 'report', 'winter', 'china', 'games', 'nsa', 'chinese', 'asian', 'information', 'agency', 'launching', 'cyberattacks', 'infrastructure', 'accuses', 'critical']",2025-04-15,https://www.aljazeera.com/news/2025/4/15/china-accuses-us-of-launching-cyberattacks-during-asian-winter-games,al jazeera,www.aljazeera.com,negative,-0.882,2025-04-16T16:47:26.736751
Cyberattacks,China reportedly admitted directing cyberattacks on US infrastructure - theregister.com,"Asia In Brief Chinese officials admitted to directing cyberattacks on US infrastructure at a meeting with their American counterparts, according to The Wall Street Journal.
The Journal last week reported that the admission was made at a December meeting between Chinese officials and Biden administration held in Geneva, Switzerland.
The Chinese delegation reportedly said their nation’s cyberattacks on US infrastructure were linked to America’s support for Taiwan.
China believes Taiwan is a rogue province and wants it to reunify with the mainland.
Alibaba Cloud expands outside China, againAlibaba Cloud last week brought more services out from behind the Great Firewall and into its overseas datacenters.","['taiwan', 'week', 'admitted', 'nations', 'china', 'chinese', 'reportedly', 'model', 'meeting', 'infrastructure', 'cyberattacks', 'mobile', 'officials', 'cloud']",2025-04-14,https://www.theregister.com/2025/04/14/asia_tech_news_in_brief/,theregister.com,www.theregister.com,positive,0.8225,2025-04-16T16:47:26.736751
Cyberattacks,Paper Werewolf Deploys PowerModul Implant in Targeted Cyberattacks on Russian Sectors - The Hacker News,"The threat actor known as Paper Werewolf has been observed exclusively targeting Russian entities with a new implant called PowerModul.
The malware is designed to deliver a next-stage payload, often a custom version of the Mythic framework agent known as PowerTaskel and QwakMyAgent.
""The shellcode is similar to what we saw in earlier attacks, but in addition contains an obfuscated Mythic agent, which immediately begins communicating with the command-and-control (C2) server.""
But in addition, it can send information about the targeted environment in the form of a ""checkin"" message, as well as execute other commands received from the C2 server as tasks.
""Recently, we have observed that GOFFEE is increasingly abandoning the use of PowerTaskel in favor of the binary Mythic agent during lateral movement.""","['files', 'deploys', 'implant', 'malicious', 'server', 'removable', 'russian', 'powermodul', 'targeted', 'threat', 'werewolf', 'sectors', 'media', 'cyberattacks', 'powertaskel', 'paper', 'used', 'c2', 'using']",2025-04-11,https://thehackernews.com/2025/04/paper-werewolf-deploys-powermodul.html,the hacker news,thehackernews.com,negative,-0.09,2025-04-16T16:47:26.736751
Cyberattacks,China acknowledges its role in years of cyberattacks against US over support of Taiwan: report - New York Post,"Chinese officials shocked their American counterparts during a secret meeting where they allegedly revealed Beijing was behind a series of cyberattacks against the US due to Washington’s support of Taiwan, according to a new report.
4 Nate Fick, America’s former ambassador for cyberspace and digital policy, was allegedly taken by surprise when China revealed its role in hacking attacks aimed at the US.
Beijing’s comment was especially shocking given that the US team wanted to give China a chance to dispel doubts that it was involved with the hacking attacks, the official added.
4 The US has warned that cyberattacks linked to Beijing against critical infrastructure could be tantamount to an act of war.
AFP via Getty ImagesBoth the Biden White House and President Trump’s transition team were informed about the secret meeting and the details discussed, the WSJ reported.","['taiwan', 'attacks', 'secret', 'war', 'acknowledges', 'report', 'hacking', 'china', 'support', 'meeting', 'beijing', 'cyberattacks', 'officials', 'role']",2025-04-10,https://nypost.com/2025/04/10/us-news/china-acknowledges-its-role-in-years-of-cyberattacks-against-us-over-support-of-taiwan-report/,new york post,nypost.com,negative,-0.9299,2025-04-16T16:47:26.736751
Cyberattacks,Poland Says Russian Cyberattacks Intensify Ahead of Vote - The Defense Post,"Poland’s ministry of digital affairs on Tuesday came out against what it said was a growing number of Russian cyberattacks, just one month ahead of the country’s presidential election.
Authorities in Poland, a staunch ally of neighbouring Ukraine, have warned in recent months that Moscow might seek to interfere with the May 18 election through cyberattacks and disinformation.
“Today we counted almost 2,000 incidents and the day is not over yet,” Krzysztof Gawkowski, Poland’s digital affairs minister, told news channel TVN24, adding that the uptick had begun at the start of the year.
“There are 60,000-70,000 attacks a month” of various sizes, he said, reiterating the view that Poland was “in cyberwar with Russia.”According to Gawkowski, Russian services are trying to trigger “emotions and panic” by targeting public structures such as water and electricity distribution systems.
The minister said that Russian military intelligence was “trying to recruit agents of influence at all costs,” paying them between “3,000 and 4,000 euros ($3,300 to $4,500) for 10 days’ work, to spread disinformation.”Gawkowski stressed that the government had rolled out several prevention measures to ramp up security ahead of the May 18 vote.","['gawkowski', 'month', 'minister', 'ahead', 'vote', 'intensify', 'poland', 'trying', 'polands', 'cyberattacks', 'russian', 'digital']",2025-04-16,https://thedefensepost.com/2025/04/16/poland-russian-cyberattacks/,the defense post,thedefensepost.com,neutral,0.0258,2025-04-16T16:47:26.736751
Cyberattacks,China issues warrants for 3 alleged NSA agents after Asian Winter Games hacked - South China Morning Post,"Three people described as agents of America’s National Security Agency (NSA) have been added to a wanted list by police in the northeastern Chinese city of Harbin for allegedly taking part in cyberattacks during the Asian Winter Games held in the city in February.
AdvertisementChinese cybersecurity experts accused the individuals of using artificial intelligence (AI) to launch the attacks.
“Investigations have revealed that these three agents have repeatedly participated in cyberattacks on China’s critical information infrastructure and in hacking activities against enterprises such as Huawei ,” the warrant stated.
No further information was disclosed about the suspects or their whereabouts.
AdvertisementThe police also accused the University of California and Virginia Tech of being involved in the attacks, but did not indicate how they were involved.","['agents', 'asian', 'alleged', 'involved', 'china', 'nsa', 'cyberattacks', 'national', 'suspects', 'information', 'spies', 'city', 'accused', 'winter', 'wanted', 'games', 'names', 'harbin', 'security']",2025-04-15,https://www.scmp.com/news/china/politics/article/3306582/china-names-3-alleged-nsa-spies-wanted-us-cyberattacks-asian-winter-games,south china morning post,www.scmp.com,negative,-0.6486,2025-04-16T16:47:26.736751
Cyberattacks,Chinese police accuse NSA of 'advanced' cyberattacks - TechRadar,"With real-time alerts, credit score tracking, and identity theft protection, it ensures you never miss important changes.
There were no details on the agents, or how the universities were involved in the attacks.
Cybersecurity researchers often warn about Chinese state-sponsored threat actors running cyber-espionage campaigns, malware attacks, and other forms of cybercrime against critical infrastructure in the West.
However, China always denies any involvement in these activities and instead accuses the US of being the world’s biggest cyber-bully.
In fact, on one occasion it said that Volt Typhoon, a known Chinese state-sponsored group was, in fact, a CIA asset.","['national', 'attacks', 'involved', 'credit', 'universities', 'accuse', 'report', 'nsa', 'important', 'chinese', 'security', 'cyberattacks', 'advanced', 'critical']",2025-04-15,https://www.techradar.com/pro/security/chinese-police-accuse-nsa-of-advanced-cyberattacks,techradar,www.techradar.com,negative,-0.9238,2025-04-16T16:47:26.736751
Cyberattacks,Industry Voices | Automotive Priority: Fighting Cyberattacks - Wards Auto,"2025 is the year manufacturers could find themselves at the center of the next big wave of cyberattacks – unless they double their investment in cybersecurity talent.
Related:Strange Bedfellows: Trump, Tariffs, UAWIndustries like healthcare, government and finance – those that most often come under fire from cyberattacks – are a treasure trove of cybersecurity talent.
Cyberattacks in healthcare and finance are largely consumer focused, as is the case in the automotive industry.
Hiring top cybersecurity talent is a prerequisite for a successful cybersecurity strategy.
Public-private partnerships are common in cybersecurity and an avenue the automotive industry must go down.","['industry', 'implement', 'vehicles', 'fighting', 'priority', 'talent', 'automotive', 'threat', 'vehicle', 'cybersecurity', 'manufacturers', 'strategy', 'cyberattacks']",2025-04-14,https://www.wardsauto.com/industry/industry-voices-automotive-priority-fighting-cyberattacks,wards auto,www.wardsauto.com,positive,0.9509,2025-04-16T16:47:26.736751
Cyberattacks,"Cyberattack shuts down Oregon DEQ systems, testing through Friday, agency says - KPTV","Oregon’s DEQ computer systems will be down through the end of the week following a cyberattack on Wednesday, the agency said.","['cyberattack', 'week', 'deq', 'systems', 'oregons', 'shuts', 'testing', 'following', 'agency', 'computer', 'oregon', 'end']",2025-04-10,https://www.kptv.com/video/2025/04/10/cyberattack-shuts-down-oregon-deq-systems-testing-through-friday-agency-says/,kptv,www.kptv.com,neutral,0.0,2025-04-16T16:47:26.736751
Cyberattacks,Manufacturers adapt to more AI-driven cyberattacks and increasing automation - RSM,"The manufacturing sector has been a top target for cyberattacks in recent years, highlighting the critical need for robust cybersecurity measures to safeguard sensitive information and maintain operational integrity.
A growing challenge in the manufacturing industry is the increased use of artificial intelligence by attackers, says David Carter, an industrials senior analyst at RSM US LLP.
With advanced AI, cybercriminals are creating more sophisticated phishing emails and other forms of attack that can deceive even the most vigilant employees.
This underscores the need for enhanced critical thinking and awareness among personnel to recognize and thwart such threats.
“Companies will have to ramp up training for end users and make changes to business processes to adapt to these evolving attack techniques.”","['aidriven', 'manufacturing', 'adapt', 'vigilant', 'attackers', 'write', 'increasing', 'attack', 'emails', 'automation', 'manufacturers', 'ai', 'cyberattacks', 'carter', 'need', 'critical']",2025-04-10,https://rsmus.com/insights/industries/manufacturing/2025-cybersecurity-mmbi-manufacturing-snapshot.html,rsm,rsmus.com,positive,0.5699,2025-04-16T16:47:26.736751
Cyberattacks,Conduent confirms hackers accessed its system in January cyberattack - StateScoop,"On Jan. 15, Conduent, which provides IT systems used in government services such as child support payments and food assistance, experienced a cybersecurity incident in which an unauthorized party accessed a segment of the company’s systems.
The company said the breach led to the exfiltration of files containing personal information related to some clients’ end-users.
Conduent provides technology for public health services and Supplemental Nutrition Assistance Program payments in several states, including California, Florida, Indiana, Kentucky, New Jersey, North Carolina, Texas and Virginia, according to the jobs website Indeed.
AdvertisementAs a result of the cyberattack, the filing stated, Conduent incurred “significant non-recurring expenses” in its first quarter due to notification obligations.
In 2020, Conduent suffered a ransomware attack that temporarily disrupted its operations in Europe.","['hackers', 'cyberattack', 'ransomware', 'systems', 'accessed', 'technology', 'filing', 'company', 'payments', 'system', 'confirms', 'jersey', 'services', 'provides', 'conduent']",2025-04-15,https://statescoop.com/conduent-confirms-january-cyberattack-2025/,statescoop,statescoop.com,negative,-0.2263,2025-04-16T16:47:26.736751
Cyberattacks,Cyberattack forces Oregon DEQ systems offline until the end of the week - KATU,"Enterprise Information Services is currently investigating a cyberattack that has targeted the Oregon Department of Environmental Quality.
DEQ officials said Wednesday evening its systems will be down through the end of the week and vehicle inspection stations with be closed Thursday and Friday.
Work to resolve the issues is underway by Enterprise Information Systems and Microsoft’s cybersecurity, officials said.
""DEQ will provide more information when it becomes available.""
DEQ's environmental data management system is not affected, because it runs on a separate server.","['cyberattack', 'forces', 'week', 'deq', 'systems', 'vehicle', 'underway', 'information', 'environmental', 'offline', 'agency', 'officials', 'provide', 'oregon', 'enterprise', 'end']",2025-04-09,https://katu.com/news/local/cyberattack-targets-oregon-department-of-environmental-quality,katu,katu.com,positive,0.4667,2025-04-16T16:47:26.736751
Cyberattacks,"‘No evidence of data breach’ in DEQ cyberattack, agency says - KPTV","SALEM, Ore. (KPTV) - The Oregon DEQ is focusing on getting inspection stations open and working again after a cyberattack on Wednesday, the agency said in an update on Friday.
On Wednesday morning, the Oregon Department of Environmental Quality announced it was investigating a cyberattack and said it was shutting down networks “until the attack is contained and potentially eradicated.”As of Friday afternoon, the agency said that “there continues to be no evidence of a data breach” in connection with the attack.
The agency is currently not able to send or receive emails, the DEQ said, and asked people to reach the agency by phone if needed.
Additionally, while ‘DEQ Online’ continues to be available, its help desk has been affected and can’t be reached.
The DEQ said the Department of Administrative Services Enterprise Information Services and the Microsoft cybersecurity team were continuing to investigate the attack.","['cyberattack', 'reach', 'department', 'deq', 'breach', 'data', 'inspection', 'evidence', 'agency', 'working', 'services', 'stations', 'oregon', 'update']",2025-04-09,https://www.kptv.com/2025/04/12/no-evidence-data-breach-deq-cyberattack-agency-says/,kptv,www.kptv.com,negative,-0.836,2025-04-16T16:47:26.736751
Cyberattacks,Cyberattacks : The new frontline in the Morocco-Algeria rivalry - Yabiladi.com,"Rivalry between Moroccans and Algerians has extended beyond social media disputes over cultural, culinary, and fashion heritage, reaching into the realm of cyberattacks.
One of the most significant recent incidents was orchestrated by Algerian hackers, who leaked a large volume of sensitive data.
These cyber offensives continued into 2011, with Moroccan hackers attacking several Algerian government websites, including that of the Algerian tax authority.
According to Algerian newspaper TSA, Moroccan hackers also breached other financial and government websites, including the Algiers stock exchange.
Earlier that same year, Moroccan hackers breached 280 Algerian websites, including many affiliated with the government.","['hackers', 'national', 'including', 'morocco', 'moroccan', 'ministry', 'rivalry', 'moroccoalgeria', 'cyberattacks', 'websites', 'algerian', 'website', 'frontline']",2025-04-09,https://en.yabiladi.com/articles/details/163600/cyberattacks-frontline-morocco-algeria-rivalry.html,yabiladi.com,en.yabiladi.com,negative,-0.6133,2025-04-16T16:47:26.736751
Cyberattacks,China pursuing 3 alleged US operatives over cyberattacks during Asian Games - The Killeen Daily Herald,"CountryUnited States of America US Virgin Islands United States Minor Outlying Islands Canada Mexico, United Mexican States Bahamas, Commonwealth of the Cuba, Republic of Dominican Republic Haiti, Republic of Jamaica Afghanistan Albania, People's Socialist Republic of Algeria, People's Democratic Republic of American Samoa Andorra, Principality of Angola, Republic of Anguilla Antarctica (the territory South of 60 deg S) Antigua and Barbuda Argentina, Argentine Republic Armenia Aruba Australia, Commonwealth of Austria, Republic of Azerbaijan, Republic of Bahrain, Kingdom of Bangladesh, People's Republic of Barbados Belarus Belgium, Kingdom of Belize Benin, People's Republic of Bermuda Bhutan, Kingdom of Bolivia, Republic of Bosnia and Herzegovina Botswana, Republic of Bouvet Island (Bouvetoya) Brazil, Federative Republic of British Indian Ocean Territory (Chagos Archipelago) British Virgin Islands Brunei Darussalam Bulgaria, People's Republic of Burkina Faso Burundi, Republic of Cambodia, Kingdom of Cameroon, United Republic of Cape Verde, Republic of Cayman Islands Central African Republic Chad, Republic of Chile, Republic of China, People's Republic of Christmas Island Cocos (Keeling) Islands Colombia, Republic of Comoros, Union of the Congo, Democratic Republic of Congo, People's Republic of Cook Islands Costa Rica, Republic of Cote D'Ivoire, Ivory Coast, Republic of the Cyprus, Republic of Czech Republic Denmark, Kingdom of Djibouti, Republic of Dominica, Commonwealth of Ecuador, Republic of Egypt, Arab Republic of El Salvador, Republic of Equatorial Guinea, Republic of Eritrea Estonia Ethiopia Faeroe Islands Falkland Islands (Malvinas) Fiji, Republic of the Fiji Islands Finland, Republic of France, French Republic French Guiana French Polynesia French Southern Territories Gabon, Gabonese Republic Gambia, Republic of the Georgia Germany Ghana, Republic of Gibraltar Greece, Hellenic Republic Greenland Grenada Guadaloupe Guam Guatemala, Republic of Guinea, Revolutionary People's Rep'c of Guinea-Bissau, Republic of Guyana, Republic of Heard and McDonald Islands Holy See (Vatican City State) Honduras, Republic of Hong Kong, Special Administrative Region of China Hrvatska (Croatia) Hungary, Hungarian People's Republic Iceland, Republic of India, Republic of Indonesia, Republic of Iran, Islamic Republic of Iraq, Republic of Ireland Israel, State of Italy, Italian Republic Japan Jordan, Hashemite Kingdom of Kazakhstan, Republic of Kenya, Republic of Kiribati, Republic of Korea, Democratic People's Republic of Korea, Republic of Kuwait, State of Kyrgyz Republic Lao People's Democratic Republic Latvia Lebanon, Lebanese Republic Lesotho, Kingdom of Liberia, Republic of Libyan Arab Jamahiriya Liechtenstein, Principality of Lithuania Luxembourg, Grand Duchy of Macao, Special Administrative Region of China Macedonia, the former Yugoslav Republic of Madagascar, Republic of Malawi, Republic of Malaysia Maldives, Republic of Mali, Republic of Malta, Republic of Marshall Islands Martinique Mauritania, Islamic Republic of Mauritius Mayotte Micronesia, Federated States of Moldova, Republic of Monaco, Principality of Mongolia, Mongolian People's Republic Montserrat Morocco, Kingdom of Mozambique, People's Republic of Myanmar Namibia Nauru, Republic of Nepal, Kingdom of Netherlands Antilles Netherlands, Kingdom of the New Caledonia New Zealand Nicaragua, Republic of Niger, Republic of the Nigeria, Federal Republic of Niue, Republic of Norfolk Island Northern Mariana Islands Norway, Kingdom of Oman, Sultanate of Pakistan, Islamic Republic of Palau Palestinian Territory, Occupied Panama, Republic of Papua New Guinea Paraguay, Republic of Peru, Republic of Philippines, Republic of the Pitcairn Island Poland, Polish People's Republic Portugal, Portuguese Republic Puerto Rico Qatar, State of Reunion Romania, Socialist Republic of Russian Federation Rwanda, Rwandese Republic Samoa, Independent State of San Marino, Republic of Sao Tome and Principe, Democratic Republic of Saudi Arabia, Kingdom of Senegal, Republic of Serbia and Montenegro Seychelles, Republic of Sierra Leone, Republic of Singapore, Republic of Slovakia (Slovak Republic) Slovenia Solomon Islands Somalia, Somali Republic South Africa, Republic of South Georgia and the South Sandwich Islands Spain, Spanish State Sri Lanka, Democratic Socialist Republic of St. Helena St. Kitts and Nevis St. Lucia St. Pierre and Miquelon St. Vincent and the Grenadines Sudan, Democratic Republic of the Suriname, Republic of Svalbard & Jan Mayen Islands Swaziland, Kingdom of Sweden, Kingdom of Switzerland, Swiss Confederation Syrian Arab Republic Taiwan, Province of China Tajikistan Tanzania, United Republic of Thailand, Kingdom of Timor-Leste, Democratic Republic of Togo, Togolese Republic Tokelau (Tokelau Islands) Tonga, Kingdom of Trinidad and Tobago, Republic of Tunisia, Republic of Turkey, Republic of Turkmenistan Turks and Caicos Islands Tuvalu Uganda, Republic of Ukraine United Ara","['republic', 'pursuing', 'st', 'operatives', 'united', 'peoples', 'china', 'games', 'state', 'asian', 'democratic', 'south', 'islands', 'alleged', 'cyberattacks', 'kingdom', 'states']",2025-04-15,https://kdhnews.com/news/ap/china-pursuing-3-alleged-us-operatives-over-cyberattacks-during-asian-games/article_b1471706-78da-563d-b2af-e459e1a8161e.html,the killeen daily herald,kdhnews.com,positive,0.9657,2025-04-16T16:47:26.736751
Cyberattacks,Court dismisses insurers' breach claims against Blackbaud over 2020 cyberattack - Insurance Business America,"Second, the court held that the insurers failed to establish proximate cause between Blackbaud’s alleged breaches and the insureds’ expenses.
The plaintiffs relied on a contractual provision obligating Blackbaud to mitigate harm resulting from a breach, but the court rejected their interpretation that this created an obligation to conduct individualized investigations or determine each customer’s legal duties.
It noted that this clause applied to all breaches, including those not caused by any fault on Blackbaud’s part, and found it unreasonable to read the contract as imposing strict liability in all breach scenarios, especially in light of the contract’s express risk allocation.","['cyberattack', 'resulting', 'claims', 'breaches', '2020', 'blackbauds', 'strict', 'breach', 'scenarios', 'second', 'dismisses', 'unreasonable', 'court', 'insurers', 'blackbaud', 'risk']",2025-04-15,https://www.insurancebusinessmag.com/us/news/claims/court-dismisses-insurers-breach-claims-against-blackbaud-over-2020-cyberattack-532199.aspx,insurance business america,www.insurancebusinessmag.com,negative,-0.922,2025-04-16T16:47:26.736751
Cyberattacks,China accuses US of launching 'malicious' cyberattacks - Yahoo Home,"China condemns the aforementioned malicious cyber [behavior] of the U.S.
The NSA agents were identified by Xinhua as Katheryn A. Wilson, Robert J. Snelling and Stephen W. Johnson.
They were allegedly found to have ""repeatedly carried out cyber attacks on China's critical information infrastructure and participated in cyber attacks on Huawei and other enterprises.""
The U.S. Embassy in China did not respond to an emailed request for comment.
China's foreign ministry later confirmed the attacks and said Beijing had raised its concerns with the United States.","['attacks', 'chinas', 'china', 'malicious', 'ministry', 'information', 'beijing', 'infrastructure', 'launching', 'cyberattacks', 'cyber', 'foreign', 'accuses', 'critical']",2025-04-15,https://www.yahoo.com/news/china-accuses-us-launching-malicious-122413949.html,yahoo home,www.yahoo.com,negative,-0.8885,2025-04-16T16:47:26.736751
Cyberattacks,"Hackers breach Morocco's social security system, post data on Telegram - Euronews.com","ADVERTISEMENTMorocco's social security agency has said troves of data were stolen from its systems in a cyberattack this week that resulted in personal information being leaked on the messaging app Telegram.
The North African country's social security fund administers pensions and insurance benefits to millions of private sector workers, from assembly line labourers to corporate executives.
It said in a statement that preliminary investigations suggest the leak resulted from hackers bypassing its security systems.
Some of the leaked information touches on deeply sensitive issues in Morocco.
Among the leaked documents is salary information that, if accurate, would reflect vast inequalities that continue to plague Morocco despite its strides in economic development.","['hackers', 'cyberattack', 'morocco', 'closed', 'breach', 'data', 'social', 'information', 'unprecedented', 'moroccos', 'security', 'database', 'documents', 'leaked', 'sahara']",2025-04-10,https://www.euronews.com/2025/04/10/hackers-breach-moroccos-social-security-database-in-unprecedented-cyberattack,euronews.com,www.euronews.com,negative,-0.4019,2025-04-16T16:47:26.736751
Cyberattacks,Cyberattack causes Oregon DEQ to halt car inspections for rest of week - OregonLive.com,"Car-emissions inspections have been paused across Oregon after a cyberattack rocked the state Department of Environmental Quality this week.
Even so, Your DEQ Online, the department’s environmental-data management system, is up and running, since it’s hosted on a different server than DEQ’s other computer systems.
The department said on Wednesday that it hasn’t determined who the attacker or attackers were, or what information may have been compromised.
“The full extent of the impact is not yet clear,” said Lauren Wirtis, a DEQ spokesperson.
“Our focus has been on minimizing the impact.”— Tatum Todd is a breaking news reporter who covers public safety, crime and community news.","['cyberattack', 'causes', 'halt', 'rest', 'week', 'deq', 'department', 'weekthe', 'todd', 'inspections', 'team', 'tatum', 'works', 'ttoddoregoniancom', 'impact', 'wirtis', 'oregon', 'car']",2025-04-10,https://www.oregonlive.com/news/2025/04/cyberattack-causes-oregon-deq-to-halt-car-inspections-for-rest-of-week.html,oregonlive.com,www.oregonlive.com,negative,-0.7717,2025-04-16T16:47:26.736751
Cyberattacks,China Accuses the U.S. of Cyberattacks During Winter Games - TipRanks,"According to a Reuters report, China has accused the United States National Security Agency (NSA) of launching advanced cyberattacks during the Asian Winter Games held in Harbin, northeastern China, in February 2025.
Chinese police say the attacks targeted vital industries and systems and have placed three alleged NSA agents on a wanted list.
The report claims that the NSA attempted to hack into essential sectors such as energy, transportation, communication systems, water management, and defense research centers in the Heilongjiang province, where the Winter Games took place.
It also claims the NSA used pre-installed backdoors in Microsoft Windows systems (MSFT) to gain access to computers.
Because China claims the cyberattack was aided by AI, let’s look at the most prominent AI companies in the U.S.Disclaimer & DisclosureReport an Issue","['claims', 'attacks', 'systems', 'report', 'winter', 'china', 'games', 'nsa', 'chinese', 'used', 'cyberattacks', 'accuses']",2025-04-15,https://www.tipranks.com/news/u-s-accused-of-cyberattacks-on-chinas-winter-games-says-reuters,tipranks,www.tipranks.com,positive,0.8977,2025-04-16T16:47:26.736751
